選手名,年齢,級班,府県,ホーム,期別,タイプ１,タイプ２,先行意欲,番手経験,先頭を残す動きは？,飛び付き可能性,並走可能性,横の動きへの対応（横をする・横をされた時への対応力）,スピード（縦脚含む）,仕掛け,スタミナ,スタート・位置取り評価,単騎での動き,競輪IQ（ラインの意識）,暴走の有無（斜行や激しい横の動きなど）,相性◯バンク,相性✕バンク,不得意季節,コメント
中島 将尊,31,S級2班,東京,西武園,105期,自在,,◯,◯,△,△,△,△,△,△,△,◯,△,◯,✕,,,,
中園 和剛,43,S級2班,福岡,久留米,89期,追い込み,,✕,◯,△,△,△,△,△,✕,△,◯,△,◯,✕,,,,
中田 雄喜,38,S級2班,福島,いわき平,97期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
中西 大,34,S級2班,和歌山,和歌山,107期,先行,捲,△,◯,◯,◯,✕,△,△,△,△,◯,✕,◯,◯,,,,
中村 健志,39,S級2班,熊本,熊本,96期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
中村 弘之輔,33,S級2班,北海道,函館,109期,自在,,△,◯,◯,✕,✕,△,△,△,△,◯,✕,◯,✕,,,,
中村 昌弘,48,S級2班,広島,広島,81期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
中村 隆生,25,S級2班,栃木,宇都宮,117期,自在,,✕,◯,✕,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
那須 久幸,53,S級2班,福岡,久留米,71期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
成清 貴之,51,S級2班,千葉,千葉,73期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
成松 春樹,39,S級2班,佐賀,武雄,93期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
南儀 拓海,26,S級2班,富山,富山,121期,先行,捲,◯,◯,△,△,△,△,◯,◯,△,◯,△,◯,✕,,,,
南部 翔大,24,S級2班,大阪,岸和田,125期,先行,捲,◯,◯,△,◯,◯,△,◯,◯,△,◯,△,△,◯,,,,奥さんはガールズケイリンの吉田りんご
新納 大輝,35,S級2班,鹿児島,,103期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
西岡 正一,48,S級2班,和歌山,和歌山,84期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
西岡 拓朗,41,S級2班,広島,広島,97期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
西田 雅志,47,S級2班,広島,広島,82期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
西田 将士,41,S級2班,長崎,佐世保,105期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
仁藤 秀,27,S級2班,静岡,静岡,117期,自在,,△,◯,△,◯,✕,△,◯,◯,△,△,△,◯,✕,,,,
根本 哲吏,39,S級2班,秋田,,97期,自在,,△,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
野口 正則,35,S級2班,奈良,奈良,105期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
野崎 将史,39,S級2班,岡山,玉野,109期,自在,,△,◯,△,△,△,△,△,△,△,△,△,◯,✕,,,,
野田 源一,46,S級2班,福岡,久留米,81期,捲,,△,◯,◯,✕,✕,✕,◯,△,△,✕,◯,◯,✕,,,,単騎戦が得意。
野中 祐志,38,S級2班,埼玉,大宮,98期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
萩原 孝之,48,S級2班,静岡,静岡,80期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
箱田 優樹,34,S級2班,青森,青森,98期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
橋本 宇宙,25,S級2班,佐賀,武雄,123期,先行,捲,△,✕,,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,先行がメインだが状況においてはかましや捲りもあるので先輩が付いていても読めない部分はある。全体的に力不足感は否めないので買いにくさはある。
橋本 壮史,30,S級2班,茨城,取手,119期,先行,捲,△,◯,✕,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,先行がメインだが状況においてはかましや捲りもあるので先輩が付いていても読めない部分はある。
橋本 智昭,43,S級2班,宮城,,99期,自在,,◯,◯,◯,✕,✕,△,△,△,△,◯,✕,◯,✕,,,,
橋本 優己,25,S級2班,岐阜,大垣,117期,自在,,△,✕,,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
橋本 凌汰,24,S級2班,岡山,玉野,119期,先行,捲,◯,◯,△,△,△,△,◯,◯,△,◯,△,◯,✕,,,,
長谷部 翔,31,S級2班,静岡,伊東,109期,自在,,△,◯,△,△,✕,△,△,◯,△,△,△,◯,✕,,,,
長谷部 龍一,29,S級2班,岐阜,岐阜,117期,追い込み,,✕,◯,✕,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
畑段 嵐士,34,S級2班,京都,向日町,105期,自在,,✕,◯,◯,✕,✕,◯,△,△,△,✕,✕,◯,✕,,,,
治田 知也,27,S級2班,新潟,弥彦,121期,先行,捲,△,✕,,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,基本的には先行をしてくれる。安心感はある。時と場合によっては捲る時はあるが自分のスタイルを貫いてくれる。グレードでの慣れはまだまだなので９車ではまだ厳しい。
花田 将司,39,S級2班,千葉,千葉,99期,自在,,△,◯,△,◯,✕,◯,△,◯,△,◯,△,◯,✕,,,,
土生 敦弘,26,S級2班,大阪,岸和田,117期,先行,捲,△,◯,✕,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
濱田 浩司,46,S級2班,愛媛,,81期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
早坂 秀悟,39,S級2班,茨城,取手,90期,自在,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
林 敬宏,34,S級2班,愛知,名古屋,117期,自在,,△,◯,✕,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
原井 博斗,29,S級2班,福岡,久留米,115期,自在,,✕,◯,◯,✕,✕,△,△,△,△,◯,✕,◯,✕,,,,
原口 昌平,32,S級2班,福岡,小倉,107期,追い込み,,✕,◯,✕,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
原 大智,28,S級2班,宮城,,117期,先行,捲,◯,◯,◯,◯,◯,△,◯,◯,△,◯,◯,△,◯,,,,元モーグル日本代表。平昌オリンピック銅メダリスト
原田 翔真,25,S級2班,和歌山,和歌山,121期,先行,捲,◯,◯,△,△,△,△,◯,◯,△,△,△,◯,✕,,,,
原田 亮太,29,S級2班,千葉,千葉,115期,先行,捲,◯,◯,△,◯,✕,△,◯,◯,△,△,△,◯,✕,,,,
原 誠宏,40,S級2班,香川,高松,91期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
東 龍之介,35,S級2班,神奈川,川崎,96期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
疋田 力也,24,S級2班,愛知,名古屋,119期,自在,,△,◯,△,◯,◯,△,◯,△,△,△,◯,△,✕,,,,父もA級の疋田敏
比佐 宝太,24,S級2班,福島,いわき平,121期,自在,,△,✕,,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
菱田 浩二,36,S級2班,京都,向日町,97期,先行,捲,△,◯,△,△,△,△,△,△,△,◯,△,◯,✕,,,,
日高 裕太,23,S級2班,静岡,静岡,121期,先行,捲,△,✕,,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
平尾 一晃,29,S級2班,長崎,佐世保,111期,自在,,△,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
平野 想真,26,S級2班,愛知,名古屋,123期,先行,捲,◯,◯,△,△,◯,△,◯,◯,△,◯,◯,◯,✕,,,,
平原 啓多,40,S級2班,埼玉,西武園,97期,自在,,△,◯,△,◯,◯,△,△,✕,△,△,△,◯,✕,,,,兄は元SS班の平原康多
晝田 宗一郎,26,S級2班,岡山,玉野,115期,自在,,△,◯,◯,◯,◯,◯,△,△,△,◯,✕,◯,✕,,,,
昼田 達哉,26,S級2班,岡山,玉野,121期,先行,捲,◯,✕,,✕,✕,△,△,△,△,✕,✕,◯,✕,佐世保,,,基本的には先行をしてくれる。安心感はある。時と場合によっては捲る時はあるが自分のスタイルを貫いてくれる。グレードでの慣れはまだまだなので９車ではまだ厳しい。
蕗澤 鴻太郎,30,S級2班,群馬,前橋,111期,自在,,△,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
福島 栄一,41,S級2班,香川,高松,93期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
福島 武士,39,S級2班,香川,高松,96期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
福田 稔希,22,S級2班,栃木,宇都宮,125期,先行,捲,◯,✕,,✕,✕,△,◯,△,△,✕,✕,◯,✕,,,,A級で圧倒的な成績を残しS級に来たがグレードはまだ慣れが必要。先行意欲はあるがかまし先行もするので相手選手によっては不発もあり得る。
福田 滉,26,S級2班,栃木,宇都宮,115期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
藤井 昭吾,39,S級2班,滋賀,大津,99期,自在,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
藤岡 隆治,49,S級2班,徳島,小松島,98期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
藤田 周磨,28,S級2班,埼玉,大宮,117期,先行,捲,△,✕,,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
藤田 勝也,37,S級2班,和歌山,和歌山,94期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
藤根 俊貴,30,S級2班,岩手,,113期,先行,捲,◯,◯,△,△,✕,◯,◯,△,△,△,△,◯,✕,,,,
藤原 憲征,46,S級2班,新潟,弥彦,85期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
藤原 誠,53,S級2班,岐阜,岐阜,69期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
古川 尚耶,40,S級2班,栃木,宇都宮,92期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
不破 将登,37,S級2班,岐阜,大垣,94期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
邊見 光輝,23,S級2班,福島,いわき平,119期,先行,捲,△,✕,,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
星野 洋輝,25,S級2班,福島,いわき平,115期,先行,捲,△,◯,◯,◯,✕,◯,△,△,△,✕,✕,◯,✕,,,,
堀内 俊介,35,S級2班,神奈川,川崎,107期,自在,,△,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
堀江 省吾,28,S級2班,長野,,119期,先行,捲,◯,◯,✕,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,PIST６なら強いんだけどね・・・。逃げるか逃げないのかがわからない。逃げれば強いが本当に読みにくい。
堀川 敬太郎,23,S級2班,福岡,久留米,123期,先行,捲,◯,✕,,✕,✕,△,△,△,△,◯,✕,◯,✕,,,,先行がメインだが状況においてはかましや捲りもあるので先輩が付いていても読めない部分はある。全体的に力不足感は否めないので買いにくさはある。
本郷 雄三,37,S級2班,熊本,熊本,99期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
房州 輝也,39,S級2班,福島,いわき平,91期,追い込み,,△,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
牧 剛央,51,S級2班,大分,別府,80期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
蒔田 英彦,42,S級2班,千葉,千葉,93期,自在,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
牧田 悠生,26,S級2班,新潟,弥彦,123期,先行,捲,◯,◯,△,△,△,△,◯,◯,△,△,△,◯,✕,,,,
真崎 新太郎,46,S級2班,栃木,宇都宮,85期,追い込み,,✕,◯,△,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
増原 正人,42,S級2班,広島,広島,98期,自在,,△,◯,△,△,△,△,△,✕,△,△,△,◯,✕,,,,
松岡 篤哉,43,S級2班,岐阜,大垣,97期,追い込み,,✕,◯,✕,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
松岡 健介,47,S級2班,兵庫,,87期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
松岡 孔明,43,S級2班,熊本,熊本,91期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
松尾 信太郎,42,S級2班,福岡,小倉,92期,追い込み,,✕,◯,◯,△,△,◯,◯,◯,△,△,△,◯,✕,,,,
松尾 透,40,S級2班,福岡,小倉,96期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
松尾 勇吾,26,S級2班,熊本,熊本,115期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
松崎 広太,26,S級2班,茨城,取手,123期,先行,捲,◯,✕,,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,先行がメインだが状況においてはかましや捲りもあるので先輩が付いていても読めない部分はある。全体的に力不足感は否めないので買いにくさはある。
松永 将,44,S級2班,茨城,取手,89期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
松村 友和,45,S級2班,大阪,,88期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
松本 秀之慎,23,S級2班,熊本,熊本,121期,捲,,✕,◯,✕,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,こちらも逃げない。兄同様のスタイル。番手が同県・同地区の先輩でも捲り主体。
丸山 啓一,50,S級2班,静岡,静岡,74期,追い込み,,✕,◯,◯,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
丸山 貴秀,45,S級2班,秋田,青森,89期,追い込み,,✕,◯,◯,△,✕,◯,△,✕,△,◯,△,◯,✕,,,,
三浦 翔大,35,S級2班,宮城,,98期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
三浦 貴大,26,S級2班,岐阜,岐阜,115期,自在,,△,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
水谷 好宏,42,S級2班,大阪,,93期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
南 潤,27,S級2班,和歌山,和歌山,111期,先行,,◯,✕,,✕,✕,△,◯,◯,△,◯,✕,◯,✕,,,,
三宅 裕武,43,S級2班,三重,松阪,88期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
宮越 孝治,46,S級2班,富山,富山,82期,追い込み,,✕,◯,△,✕,✕,△,◯,△,△,△,△,◯,✕,,,,
宮崎 大空,26,S級2班,熊本,熊本,115期,自在,,△,◯,◯,✕,✕,◯,△,△,△,✕,✕,◯,✕,,,,
宮本 隼輔,31,S級2班,熊本,熊本,113期,自在,,△,◯,◯,◯,✕,◯,△,△,△,✕,✕,◯,✕,,,,
武藤 篤弘,40,S級2班,埼玉,西武園,95期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
村上 直久,44,S級2班,神奈川,平塚,95期,自在,,△,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
村上 竜馬,29,S級2班,広島,広島,115期,自在,,△,◯,✕,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
室井 健一,54,S級2班,徳島,小松島,69期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
室井 竜二,54,S級2班,徳島,小松島,65期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
室井 蓮太朗,24,S級2班,徳島,小松島,121期,自在,,✕,◯,◯,◯,◯,◯,△,△,△,◯,✕,✕,✕,,,,捲りメイン。逃げない。飛び付きなども多く自力とは言えない選手になってきた。先輩が付いてても逃げない。
望月 一成,29,S級2班,静岡,静岡,111期,先行,捲,◯,◯,△,△,✕,△,△,◯,△,△,△,◯,✕,,,,
望月 永悟,48,S級2班,静岡,静岡,77期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,◯,,,,
望月 湧世,22,S級2班,静岡,静岡,123期,先行,捲,◯,✕,,◯,✕,△,◯,◯,△,△,△,◯,✕,,,,
元砂 勇雪,33,S級2班,奈良,奈良,103期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
森川 大輔,38,S級2班,岐阜,岐阜,92期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
森本 桂太郎,27,S級2班,愛媛,松山,121期,先行,捲,◯,◯,△,△,△,△,△,◯,△,△,△,◯,✕,,,,
森安 崇之,47,S級2班,香川,高松,84期,追い込み,,✕,◯,△,△,△,△,△,✕,△,△,△,◯,✕,,,,
守谷 陽介,45,S級2班,岡山,玉野,87期,追い込み,,✕,◯,◯,✕,✕,◯,△,△,△,✕,✕,◯,✕,,,,
谷内 健太,25,S級2班,京都,向日町,125期,先行,,◯,✕,,✕,✕,△,◯,△,△,◯,✕,◯,✕,,,,奈良開催での平安賞で一気に知名度をあげた。逃げれば強く押し切る力もある。徹底先行型で安心感もありそう。
宿口 潤平,43,S級2班,埼玉,大宮,91期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
梁島 邦友,26,S級2班,茨城,取手,117期,自在,,△,◯,✕,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
矢野 昌彦,43,S級2班,栃木,宇都宮,91期,先行,捲,◯,◯,✕,✕,✕,△,△,△,△,✕,✕,◯,✕,宇都宮,,,宇都宮開催時は必ず狙うこと。
山内 卓也,48,S級2班,愛知,名古屋,77期,追い込み,,✕,◯,◯,✕,✕,◯,△,✕,△,△,△,◯,✕,,,,
山口 敦也,27,S級2班,佐賀,武雄,113期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
山口 泰生,43,S級2班,岐阜,岐阜,89期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
山口 貴弘,41,S級2班,佐賀,武雄,92期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,栃木支部支部長
山口 多聞,23,S級2班,埼玉,大宮,121期,先行,捲,◯,✕,,✕,✕,△,◯,△,△,✕,✕,◯,✕,,,冬苦手,基本的には先行をしてくれる。安心感はある。時と場合によっては捲る時はあるが自分のスタイルを貫いてくれる。
山口 貴嗣,47,S級2班,福岡,久留米,82期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
山崎 泰己,36,S級2班,岡山,玉野,101期,追い込み,,✕,◯,△,△,△,△,△,✕,△,◯,△,◯,✕,,,,
山崎 歩夢,20,S級2班,福島,いわき平,125期,先行,捲,◯,✕,,✕,✕,△,◯,△,△,◯,✕,◯,✕,,,,記念などを含めて最終日はかましに構える傾向がある。中石同様でやらかすことがある。まだまだS級での慣れが必要である。初日・最終日でのかましに構えを想定し不発等を狙うのはありだと思う。
山崎 将幸,38,S級2班,宮城,,92期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
山下 一輝,36,S級2班,山口,防府,96期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
山下 渡,42,S級2班,茨城,取手,91期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
山田 敦也,42,S級2班,北海道,函館,88期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,北海道支部支部長
山田 駿斗,21,S級2班,千葉,松戸,123期,先行,捲,◯,✕,,△,◯,△,△,◯,△,△,△,◯,✕,,,,
山中 貴雄,42,S級2班,高知,高知,90期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
山根 将太,28,S級2班,岡山,玉野,119期,先行,捲,△,✕,,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
山本 恵介,45,S級2班,福島,いわき平,100期,自在,,△,◯,△,△,✕,△,△,✕,△,△,△,◯,✕,,,,
山本 拳也,35,S級2班,高知,高知,109期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
山本 勝利,27,S級2班,東京,立川,117期,先行,捲,△,◯,✕,✕,✕,△,△,△,△,◯,✕,◯,✕,,,,テレ東、家ついて行っていいですか？に出演経験あり。
山本 奨,36,S級2班,岡山,玉野,94期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
山本 紳貴,40,S級2班,千葉,松戸,107期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
山本 直,33,S級2班,岡山,玉野,101期,自在,,△,◯,◯,◯,◯,△,△,△,△,✕,✕,◯,✕,,,,
山本 巨樹,35,S級2班,大阪,,100期,追い込み,,✕,◯,◯,✕,✕,△,△,✕,△,△,△,◯,✕,,,,
八日市屋 浩之,50,S級2班,石川,富山,79期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
横関 裕樹,37,S級2班,岐阜,岐阜,99期,自在,,△,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
吉川 嘉斗,32,S級2班,徳島,小松島,105期,追い込み,,✕,◯,△,△,△,△,△,✕,△,△,△,◯,✕,,,,
吉武 信太朗,31,S級2班,愛媛,松山,107期,追い込み,,△,◯,✕,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
吉田 敏洋,45,S級2班,愛知,名古屋,85期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
吉田 智哉,27,S級2班,愛媛,松山,111期,自在,,△,◯,✕,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
良永 浩一,46,S級2班,福岡,久留米,86期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
依田 翔大,26,S級2班,山梨,,123期,先行,捲,◯,✕,,△,△,△,◯,✕,△,△,△,◯,✕,,,,
米嶋 恵介,33,S級2班,岡山,玉野,119期,自在,,△,◯,◯,◯,◯,◯,△,△,△,✕,✕,✕,✕,,,,テレ朝、激レアさんを連れてきた。に出演経験あり。
鷲田 幸司,39,S級2班,福井,福井,92期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,福井支部支部長
鷲田 佳史,42,S級2班,福井,福井,88期,追い込み,,✕,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
渡邉 一成,42,S級2班,福島,いわき平,88期,先行,捲,△,◯,◯,✕,✕,△,△,△,△,✕,✕,◯,✕,,,,
渡邉 豪大,36,S級2班,福岡,小倉,107期,追い込み,,✕,◯,◯,✕,✕,△,◯,△,△,✕,✕,◯,✕,,,,
